ID_global	ID_construction	source	via	construction	contruction_type	surface_change	mode	occurring_sentence	hypoth_counterpart	occ_gpt3_no_tokens	occ_gpt3_avg_delta-uid	occ_gpt3_avg_mu-uid	occ_gpt3_avg_rtm	occ_gpt3_avg_diff_for_low-ic	hyp_gpt3_no_tokens	hyp_gpt3_avg_delta-uid	hyp_gpt3_avg_mu-uid	hyp_gpt3_avg_rtm	hyp_gpt3_avg_diff_for_low-ic	gpt3_delta-uid_correct	gpt3_mu-uid_correct	gpt3_rtm_correct	gpt3_low-ic_correct	occ_gpt2_no_tokens	occ_gpt2_avg_delta-uid	occ_gpt2_avg_mu-uid	occ_gpt2_avg_rtm	occ_gpt2_avg_diff_for_low-ic	hyp_gpt2_no_tokens	hyp_gpt2_avg_delta-uid	hyp_gpt2_avg_mu-uid	hyp_gpt2_avg_rtm	hyp_gpt2_avg_diff_for_low-ic	gpt2_delta-uid_correct	gpt2_mu-uid_correct	gpt2_rtm_correct	gpt2_low-ic_correct
66	11066	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What Chairman Arafat needs to do is to deal with the terrorists in his midst	What Chairman Arafat needs to do is deal with the terrorists in his midst	15	3,9314	3,5193	4,1665	-1,4758	14	4,4116	3,7362	4,2477	-1,2085	1	1	1	1	15	3,3687	3,1132	3,284	-0,8538	14	3,6941	3,2457	3,3382	-0,6478	1	1	1	1
67	11067	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	he's got a fairly effective military, and what we have to do is to deal with that reality	he's got a fairly effective military, and what we have to do is deal with that reality	19	2,4475	2,347	2,8406	-1,3967	18	2,6821	2,4338	2,8364	-1,2128	1	1	0	1	19	2,4263	2,0512	2,3664	-1,2084	18	2,6777	2,202	2,4574	-1,1176	1	1	1	1
68	11068	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	I mean, what she's trying to do is to develop the relationship with China	I mean, what she's trying to do is develop the relationship with China	15	2,4404	1,5688	1,9354	-1,344	14	2,9322	1,8046	2,1329	-1,2061	1	1	1	1	15	3,1847	2,1527	2,5961	-1,2859	14	3,538	2,3557	2,7349	-1,2186	1	1	1	1
69	11069	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	Your Honor, the first thing we would like to do is to do our own tests	Your Honor, the first thing we would like to do is do our own tests	16	2,9094	2,2678	3,1024	-1,6905	15	3,2041	2,3826	3,0974	-1,5318	1	1	0	1	16	2,0515	1,859	2,3579	-1,5392	15	2,2023	1,8545	2,295	-1,3755	1	0	0	1
70	11070	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	I guess the next best thing for him to do is to do a Jackson album, I think	I guess the next best thing for him to do is do a Jackson album, I think	18	3,6984	2,8837	3,0483	-0,54	17	4,1043	2,9948	3,0441	-0,1573	1	1	0	1	18	2,842	2,145	2,6647	-1,1866	17	3,1334	2,2577	2,6124	-1,0353	1	1	0	1
71	11071	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	One of the things that the TIMSS-R study permitted us to do was to do a trend analysis	One of the things that the TIMSS-R study permitted us to do was do a trend analysis	20	4,7947	3,0748	3,8455	-1,7904	19	5,4119	3,3453	3,9795	-1,4778	1	1	1	1	20	3,8299	3,0909	3,2325	-0,7391	19	4,2166	3,185	3,2247	-0,499	1	1	0	1
72	11072	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	Well, what we have to do is to do what the United Nations intends	Well, what we have to do is do what the United Nations intends	14	2,6496	2,0281	2,6471	-1,6427	13	3,1461	2,3167	2,8102	-1,4388	1	1	1	1	14	1,6457	1,3174	2,1466	-1,5648	13	1,9738	1,4991	2,198	-1,5135	1	1	1	1
73	11073	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	We felt that the best thing we could do was to do something positive out of this	We felt that the best thing we could do was do something positive out of this	16	2,1544	1,788	2,8597	-2,3275	15	2,5748	1,9618	2,8789	-2,039	1	1	1	1	16	1,9032	1,6751	2,7346	-2,2048	15	2,2731	1,8363	2,6044	-2,0036	1	1	0	1
74	11074	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	Major Rader, what I'd like to do is to draw your attention to the screen now	Major Rader, what I'd like to do is draw your attention to the screen now	18	2,3916	2,9222	3,1646	-0,8878	17	2,4571	3,0135	3,2156	-0,8451	1	1	1	1	18	2,7177	2,6047	2,846	-0,9943	17	2,8778	2,6394	2,8296	-0,8801	1	1	0	1
75	11075	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	I think the best thing for us to do is to drop the bottom rate from 15% to 10% and expand the child credit	I think the best thing for us to do is drop the bottom rate from 15% to 10% and expand the child credit	25	3,4776	2,7831	3,6617	-1,5484	24	3,5572	2,7713	3,6223	-1,4567	1	0	0	1	25	2,4565	2,2513	2,67	-1,419	24	2,5909	2,3269	2,6577	-1,2762	1	1	0	1
76	11076	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What we are not going to do is to dump a large number of changes on the Medicare population	What we are not going to do is dump a large number of changes on the Medicare population	18	3,7804	2,4467	2,949	-1,1923	17	4,016	2,4867	2,9567	-1,2203	1	1	1	0	18	3,5846	2,3953	2,6073	-0,9236	17	3,849	2,5393	2,6967	-0,8517	1	1	1	1
77	11077	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	The only thing left for fans to do is to enjoy each game as it comes	The only thing left for fans to do is enjoy each game as it comes	15	2,3405	2,004	2,8697	-2,2549	14	2,5578	2,1665	2,7754	-2,0822	1	1	0	1	15	1,93	1,4832	2,2546	-1,779	14	2,1319	1,6293	2,182	-1,6466	1	1	0	1
78	11078	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	All you can do is to enjoy the present moment, is that not so	All you can do is enjoy the present moment, is that not so	14	3,3328	2,0976	2,8206	-1,526	13	3,5676	2,0921	2,7913	-1,3892	1	0	0	1	14	3,0484	1,8829	2,4153	-1,2422	13	3,3775	1,9598	2,384	-1,1376	1	1	0	1
79	11079	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	It will be good for all farmers because what it will do is to expand markets	It will be good for all farmers because what it will do is expand markets	15	3,4418	2,42	2,668	-0,9215	14	3,7356	2,6046	2,8045	-0,9161	1	1	1	1	15	2,4216	1,7752	1,832	-1,1235	14	2,6303	1,8659	1,8536	-1,0987	1	1	1	1
80	11080	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What you have to do is to figure out a way of power sharing among these various communities	What you have to do is figure out a way of power sharing among these various communities	17	2,5343	1,7988	2,3753	-1,523	16	2,7331	1,99	2,197	-1,2849	1	1	0	1	17	2,464	1,8442	2,0486	-1,1765	16	2,5704	1,9243	2,0833	-1,1905	1	1	1	0
81	11081	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	You know, the toughest thing to do is to figure out when to take out a pitcher after he's walked four batters	You know, the toughest thing to do is figure out when to take out a pitcher after he's walked four batters	23	3,6462	2,2061	2,8799	-1,7317	22	3,7908	2,204	2,8181	-1,6223	1	0	0	1	23	2,9094	1,9879	2,4423	-1,4288	22	3,0589	2,0154	2,4364	-1,398	1	1	0	1
82	11082	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	But if the job that you are trying to do is to find the truth, then sharing the values is actually counterproductive	But if the job that you are trying to do is find the truth, then sharing the values is actually counterproductive	22	3,5081	2,3312	2,9223	-1,2961	21	4,0027	2,5357	2,8969	-1,0186	1	1	0	1	22	2,96	2,1865	2,4724	-1,1725	21	3,5267	2,4535	2,5703	-0,8174	1	1	1	1
83	11083	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	So the first thing we're going to do is to find out what the Justice Department has done here	So the first thing we're going to do is find out what the Justice Department has done here	19	3,1209	2,5423	3,6881	-1,8449	18	3,2468	2,5849	3,6558	-1,7964	1	1	0	1	19	2,2868	1,6722	2,896	-2,3319	18	2,3633	1,7171	2,9285	-2,3617	1	1	1	0
84	11084	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	So what this program is trying to do is to find a creative way of developing our work force from within	So what this program is trying to do is find a creative way of developing our work force from within	20	2,8655	2,486	2,822	-1,1198	19	3,1138	2,5201	2,7759	-0,9719	1	1	0	1	20	2,5112	2,1793	2,2413	-0,9625	19	2,7618	2,2104	2,1829	-0,8005	1	1	0	1
85	11085	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	So what we have to do is to find the 80 percent of stuff that everybody agrees on	So what we have to do is find the 80 percent of stuff that everybody agrees on	17	3,6989	2,3611	3,1821	-1,7589	16	3,6599	2,1904	2,966	-1,8067	0	0	0	0	17	3,5199	2,2533	2,8074	-1,3074	16	3,7084	2,3644	2,8564	-1,2759	1	1	1	1
86	11086	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	The first thing they need to do is to find out the manner and the cause of death	The first thing they need to do is find out the manner and the cause of death	17	3,0631	2,0906	3,085	-1,8247	16	3,3449	2,2536	3,0366	-1,6767	1	1	0	1	17	2,2145	1,6182	2,1857	-1,627	16	2,2976	1,6516	2,1626	-1,556	1	1	0	1
87	11087	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	I think what we need to do is to focus on the problem	I think what we need to do is focus on the problem	12	1,1682	1,1694	2,7221	-2,7221	11	1,4151	1,3148	2,7052	-2,7052	1	1	0	1	12	1,6679	1,634	2,4846	-2,2866	11	1,849	1,7619	2,4698	-2,2538	1	1	0	1
88	11088	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	One of the things I encourage business owners to do is to focus on what I would call your best and highest use, Caroline	One of the things I encourage business owners to do is focus on what I would call your best and highest use, Caroline	24	3,3246	3,0283	3,3599	-1,213	23	3,5923	3,0104	3,2575	-1,0955	1	0	0	1	24	2,941	2,6372	2,866	-0,9076	23	3,0659	2,6491	2,8135	-0,8238	1	1	0	1
89	11089	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What we're trying to do is to focus attention on how the system actually works	What we're trying to do is focus attention on how the system actually works	15	2,1475	1,8467	2,4114	-2,1327	14	2,2484	1,9248	2,4029	-2,0282	1	1	0	1	15	1,8377	1,6332	2,3914	-2,2275	14	2,0229	1,8	2,4473	-2,1363	1	1	1	1
90	11090	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	And I think what they want us to do is to focus on the business of the country	And I think what they want us to do is focus on the business of the country	17	1,7359	1,5918	2,25	-2,112	16	1,9982	1,6786	2,2453	-1,9711	1	1	0	1	17	1,9503	1,4807	2,1884	-2,0324	16	2,0629	1,5124	2,1418	-2,0002	1	1	0	1
91	11091	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	But the fact of the matter is that what we need to do is to get behind whoever's the president, whichever way the Supreme Court dealt this	But the fact of the matter is that what we need to do is get behind whoever's the president, whichever way the Supreme Court dealt this	28	2,9705	2,3691	2,8432	-1,5741	27	3,0323	2,3551	2,7517	-1,4931	1	0	0	1	28	2,7541	2,2436	2,63	-1,3219	27	2,9212	2,2905	2,639	-1,2484	1	1	1	1
92	11092	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	In many ways the best thing to do is to get the Belgrade Serbs to distance themselves from the Bosnian Serbs	In many ways the best thing to do is get the Belgrade Serbs to distance themselves from the Bosnian Serbs	24	3,2257	2,923	3,6845	-1,6778	23	3,5145	3,0873	3,6597	-1,4626	1	1	0	1	24	3,3082	2,4529	3,2083	-1,6712	23	3,4966	2,5365	3,1515	-1,5273	1	1	0	1
93	11093	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	But what we continue to work to do is to get as close as possible to safety	But what we continue to work to do is get as close as possible to safety	16	2,6358	2,3288	2,7725	-1,6897	15	2,9223	2,359	2,5929	-1,4395	1	1	0	1	16	2,7525	2,1739	2,5533	-1,5227	15	3,0006	2,2548	2,4285	-1,3271	1	1	0	1
94	11094	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	So from my perspective, the most important thing to do is to get this to happen quickly	So from my perspective, the most important thing to do is get this to happen quickly	17	1,8188	1,874	2,7062	-1,7837	16	1,8038	2,0341	2,5711	-1,432	0	1	0	1	17	1,1088	1,2864	2,4309	-2,3345	16	1,2068	1,3359	2,2833	-2,1808	1	1	0	1
95	11095	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	Well, I think what he's trying to do is to get a stimulus package that will in fact get us out of this	Well, I think what he's trying to do is get a stimulus package that will in fact get us out of this	24	2,8984	2,1407	3,1742	-2,0645	23	3,1483	2,209	3,1209	-1,9742	1	1	0	1	24	2,028	1,5069	2,6841	-2,0644	23	2,1591	1,5855	2,6771	-2,0217	1	1	0	1
96	11096	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What you're enabling the parent to do is to get the child started on the right foot, if you will	What you're enabling the parent to do is get the child started on the right foot, if you will	21	2,8942	2,4807	3,0688	-1,8274	20	3,1262	2,5509	3,0146	-1,6556	1	1	0	1	21	2,7492	1,8869	2,2047	-1,2638	20	2,9535	1,9253	2,1691	-1,155	1	1	0	1
97	11097	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	The first thing they want them to do is to get these armed thugs under control	The first thing they want them to do is get these armed thugs under control	15	3,1963	3,0538	3,1103	-0,4742	14	3,3803	2,9094	2,9355	-0,2175	1	0	0	1	15	2,6983	2,3197	2,4128	-0,9585	14	2,9425	2,4003	2,4334	-0,8061	1	1	1	1
98	11098	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	I think what he's trying to do is to get them to comply with the court order	I think what he's trying to do is get them to comply with the court order	17	3,1066	1,9954	2,8154	-2,0822	16	3,1267	2,0493	2,6629	-2,0533	1	1	0	1	17	2,3032	1,8207	2,6209	-2,1575	16	2,4874	1,9752	2,6092	-2,091	1	1	0	1
99	11099	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	And so now what Brunet has done is to give us the first hard evidence for this six- to seven million-year period	And so now what Brunet has done is give us the first hard evidence for this six- to seven million-year period	25	4,0518	2,3844	2,8446	-1,1504	24	4,3138	2,4754	2,8437	-1,0347	1	1	0	1	25	3,6273	2,5272	2,6765	-0,5335	24	3,8909	2,5944	2,6779	-0,4552	1	1	1	1
100	11100	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What they will not do is to give him a state funeral	What they will not do is give him a state funeral	11	2,6931	1,8737	2,2406	-1,3283	10	2,7705	1,9626	2,2925	-1,4676	1	1	1	0	11	1,9765	1,6474	1,831	-1,0109	10	2,2145	1,666	1,8521	-0,8901	1	1	1	1
101	11101	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	And one of the things that this legislation is going to do is to give people an incentive to move quickly through the system	And one of the things that this legislation is going to do is give people an incentive to move quickly through the system	23	2,0068	1,8012	2,8281	-2,1602	22	2,1734	1,8735	2,7637	-2,0597	1	1	0	1	23	1,7767	1,5404	2,4356	-2,0404	22	1,8863	1,6127	2,4088	-2,0001	1	1	0	1
102	11102	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What you have to do is to give them something, and bait them	What you have to do is give them something, and bait them	13	3,7904	2,6232	2,9128	-0,7531	12	4,047	2,6506	2,921	-0,8112	1	1	1	0	13	3,0859	1,983	2,7336	-1,4974	12	3,3964	2,1565	2,8651	-1,5121	1	1	1	0
103	11103	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	So now, what we try to do is to give them everything we have	So now, what we try to do is give them everything we have	14	2,3556	1,9044	2,4416	-1,7153	13	2,7937	1,9087	2,4342	-1,5924	1	1	0	1	14	2,6879	2,0235	2,5719	-1,7791	13	2,9342	2,0962	2,5233	-1,6727	1	1	0	1
104	11104	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What the Unionists have done and what Britain has done is to give up sovereignty	What the Unionists have done and what Britain has done is give up sovereignty	15	2,942	2,1584	2,5194	-1,1915	14	3,3329	2,3476	2,5031	-0,818	1	1	0	1	15	3,1413	2,0917	2,4449	-1,028	14	3,5808	2,274	2,4179	-0,6606	1	1	0	1
105	11105	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What we want to do is to give to the American people what they have already given to us	What we want to do is give to the American people what they have already given to us	18	2,3581	1,8185	2,4955	-2,2269	17	2,464	1,8736	2,4675	-2,1253	1	1	0	1	18	1,8028	1,5315	2,6256	-2,379	17	1,9296	1,6108	2,599	-2,3359	1	1	0	1
106	11106	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	You say the first thing to do is to go after what you want	You say the first thing to do is go after what you want	13	2,2096	2,0715	2,3845	-1,7092	12	2,3899	2,1334	2,2388	-1,3869	1	1	0	1	13	1,9976	1,3692	1,8867	-1,5424	12	2,1812	1,3533	1,7815	-1,4266	1	0	0	1
107	11107	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	And from what I've heard, the best thing they could do is to go back to the constitution that was drafted in 1954	And from what I've heard, the best thing they could do is go back to the constitution that was drafted in 1954	24	2,6682	1,9848	2,7305	-1,6181	23	2,8249	2,0628	2,6726	-1,5447	1	1	0	1	24	2,0499	1,5383	2,4351	-1,9444	23	2,1495	1,5892	2,4084	-1,9151	1	1	0	1
108	11108	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	Congressman Davis suggests that one of the things you could do is to go back on your opposition to expanding the children's health program	Congressman Davis suggests that one of the things you could do is go back on your opposition to expanding the children's health program	25	4,4429	2,7006	2,8508	-0,984	24	4,5221	2,7038	2,819	-0,8917	1	1	0	1	25	3,5076	2,4883	2,6631	-0,937	24	3,7819	2,5565	2,6882	-0,7756	1	1	1	1
109	11109	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	Well, what I'm trying to do is to go through all the things that people are saying	Well, what I'm trying to do is go through all the things that people are saying	18	2,604	1,5299	3,0264	-2,5688	17	2,669	1,5452	2,9923	-2,5554	1	1	0	1	18	1,6835	0,98	2,527	-2,5232	17	1,8371	1,0475	2,5318	-2,4766	1	1	1	1
110	11110	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What John McCain has said that he wanted to do is to go into those districts where he could help	What John McCain has said that he wanted to do is go into those districts where he could help	19	2,126	1,9252	2,0914	-1,0572	18	2,2545	1,9394	2,0134	-0,7622	1	1	0	1	19	1,9152	1,5069	2,0434	-1,2737	18	2,1485	1,618	2,0068	-1,1437	1	1	0	1
111	11111	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	do that, when you say to them, all I want to do is to go to work	do that, when you say to them, all I want to do is go to work	18	2,4108	1,7716	2,3686	-1,5729	17	2,5647	1,8264	2,3741	-1,5334	1	1	1	1	18	2,2135	1,5258	2,1584	-1,7233	17	2,3533	1,597	2,2111	-1,7503	1	1	1	0
112	11112	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	The first thing we did was to go to the church every single morning while we were here	The first thing we did was go to the church every single morning while we were here	17	3,0297	2,4054	2,7444	-1,3132	16	3,1926	2,3684	2,6174	-1,2524	1	0	0	1	17	2,0443	1,7815	2,1599	-1,5613	16	2,2297	1,8543	2,1207	-1,4388	1	1	0	1
113	11113	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	All Misty had to do was to go on stage and perform	All Misty had to do was go on stage and perform	11	2,553	2,8999	3,3223	-1,3587	10	2,5362	2,9726	3,3037	-1,2591	0	1	0	1	11	1,9918	1,8908	2,1458	-0,4007	10	2,1712	2,0596	2,2696	-0,35	1	1	1	1
114	11114	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	What you have to do is to have two cells	What you have to do is have two cells	9	1,8134	1,8585	2,2392	-1,4998	8	2,2201	2,0348	2,2434	-1,2197	1	1	1	1	9	1,3975	1,771	2,0965	-1,3233	8	1,5853	2,0626	2,1319	-1,1916	1	1	1	1
115	11115	COCA	TWasow	do-be-construction	to_realised	syllabic	mixed	Well, I think the most important thing to do is to have people understand that identifying child abuse is not that simple	Well, I think the most important thing to do is have people understand that identifying child abuse is not that simple	22	2,8877	2,5581	3,5501	-1,7538	21	2,8366	2,8215	3,5551	-1,4641	0	1	1	1	22	2,0342	1,7915	2,8268	-1,8902	21	2,2802	1,8886	2,7208	-1,7432	1	1	0	1
