ID_global	ID_construction	source	via	construction	contruction_type	surface_change	mode	occurring_sentence	hypoth_counterpart	counterpart_less_natural
157	12033	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	I mean , what you want to do is just start off knowing the basics	I mean , what you want to do is to just start off knowing the basics	0
158	12034	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	So what you were trying to do was just stop a piece of what is happening? MAYOR-SENECAL: Right	So what you were trying to do was to just stop a piece of what is happening? MAYOR-SENECAL: Right	0
159	12035	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All you have to do is just straighten it out	All you have to do is to just straighten it out	0
160	12036	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	The next thing I would do is just take a little bit of paint	The next thing I would do is to just take a little bit of paint	0
161	12037	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What I'm trying to do is just talk the truth to the American people and to the world	What I'm trying to do is to just talk the truth to the American people and to the world	0
162	12038	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	So , he figured , you know , the best thing to do was just tear it down and build a new wall	So , he figured , you know , the best thing to do was to just tear it down and build a new wall	0
163	12039	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	So what we're going to do is just tell the truth	So what we're going to do is to just tell the truth	0
164	12040	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And all I was try -- trying to do was just tell the truth	And all I was try -- trying to do was to just tell the truth	0
165	12041	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All she had to do was just tell us , you know? And she would never say	All she had to do was to just tell us , you know? And she would never say	0
166	12042	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	I mean , what they want to do is just throw anything they can up against the wall	I mean , what they want to do is to just throw anything they can up against the wall	0
167	12043	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And you get here and for six months , what you do is just travel around the country	And you get here and for six months , what you do is to just travel around the country	0
168	12044	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All we have to do is just try to connect the electric field together	All we have to do is to just try to connect the electric field together	0
169	12045	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	So what you want to do is just turn this over , and continue to cook it	So what you want to do is to just turn this over , and to continue to cook it	0
170	12046	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	On these cooking settings , all you do is just twist this	On these cooking settings , all you do is to just twist this	0
171	12047	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All they have to do is just watch their fat grams and just- It's an exercise	All they have to do is to just watch their fat grams and just- It's an exercise	0
172	12048	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	I'm just taking plain wire , and what I would do is just wrap it around	I'm just taking plain wire , and what I would do is to just wrap it around	0
173	12049	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	So , Jane , what you've got to do is just zigzag and pray that the guy doesn't turn very well	So , Jane , what you've got to do is to just zigzag and pray that the guy doesn't turn very well	0
174	12050	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What we're going to do is literally toss it into this simple sauce	What we're going to do is to literally toss it into this simple sauce	0
175	12051	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And then all I wanted to do was literally walk from crib to crib and just hold children	And then all I wanted to do was to literally walk from crib to crib and just hold children	0
176	12052	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What we should do is methodically learn from it , rather than throw this blame all around	What we should do is to methodically learn from it , rather than throw this blame all around	0
177	12053	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	There are those who say that all you do is add extra layers of bureaucracy and it doesn't do any good	There are those who say that all you do is to add extra layers of bureaucracy and it doesn't do any good	0
178	12054	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All we needed to do was allow him to play his 58-minute record , and that was done	All we needed to do was to allow him to play his 58-minute record , and that was done	0
179	12055	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What David does is allow me to -- to live out any fantasy that I want	What David does is to allow me to -- to live out any fantasy that I want	0
180	12056	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	And part of what they do is announce statistics of the true members of the new frontier in America	And part of what they do is to announce statistics of the true members of the new frontier in America	0
181	12057	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All I could do was apply the best technique that I could	All I could do was to apply the best technique that I could	0
182	12058	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	What we're trying to do is arrive at the truth here	What we're trying to do is to arrive at the truth here	0
183	12059	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	I think -- I think what I learned that I didn't do was ask for help	I think -- I think what I learned that I didn't do was to ask for help	0
184	12060	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	One of the things you can do is ask them to explain things , not challenge them	One of the things you can do is to ask them to explain things , not challenge them	0
185	12061	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	But what I want to do is ask you to turn and help us understand Saddam Hussein's thinking	But what I want to do is to ask you to turn and help us understand Saddam Hussein's thinking	0
186	12062	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	All he's got to do is ask for it -- prime time	All he's got to do is to ask for it -- prime time	0
187	12063	COCA	TWasow	do-be-construction	to_dropped	syllabic	mixed	One of the things he knows he has to do is avoid talking too much and talking himself into a corner	One of the things he knows he has to do is to avoid talking too much and talking himself into a corner	0
